,leading_space_count,table_index,synonym_index,modifies_line,line,synonym_name,affix_type,affix
45722,5,756,1,-1,     RECORD SYNONYM       LSE-INFO                                 VER     3 D,LSE-INFO,,
45758,5,757,0,-1,     RECORD               FARMS-LSE-INFO                           VER     4 D,FARMS-LSE-INFO,,
45791,5,757,1,-1,     RECORD SYNONYM       LSE-INFO                                 VER     4 S,LSE-INFO,,
45872,5,758,0,-1,     RECORD               FARMS-MALLOT                             VER     1 D,FARMS-MALLOT,,
45889,5,758,1,-1,     RECORD SYNONYM       MALLOT                                   VER     1 S  SUFFIX -225,MALLOT,SUFFIX,-225
46062,5,759,0,-1,     RECORD               FARMS-MALLOT-OBLGN                       VER     3 D,FARMS-MALLOT-OBLGN,,
46072,5,759,1,-1,     RECORD SYNONYM       MALLOT-OBLGN                             VER     3 S  SUFFIX -260,MALLOT-OBLGN,SUFFIX,-260
46111,5,760,0,-1,     RECORD               FARMS-MALLOT-OTH                         VER     1 D,FARMS-MALLOT-OTH,,
46113,5,760,1,-1,     RECORD SYNONYM       MALLOT-OTH                               VER     1 S  SUFFIX -230,MALLOT-OTH,SUFFIX,-230
46207,5,761,0,-1,     RECORD               FARMS-MSTR-RATE                          VER     1 D,FARMS-MSTR-RATE,,
46219,5,761,1,-1,     RECORD SYNONYM       MSTR-RATE                                VER     1 S  SUFFIX -261,MSTR-RATE,SUFFIX,-261
46253,5,762,0,-1,     RECORD               FARMS-NOTIFY                             VER     2 D,FARMS-NOTIFY,,
46287,5,762,1,-1,     RECORD SYNONYM       NOTIFY                                   VER     2 S  SUFFIX -295,NOTIFY,SUFFIX,-295
46369,5,763,0,-1,     RECORD               FARMS-NOTIFY-CNTRL                       VER     1 D,FARMS-NOTIFY-CNTRL,,
46373,5,763,1,-1,     RECORD SYNONYM       NOTIFY-CNTRL                             VER     1 S  SUFFIX -285,NOTIFY-CNTRL,SUFFIX,-285
46456,5,764,0,-1,     RECORD               FARMS-OBLGN                              VER     3 D,FARMS-OBLGN,,
46502,5,764,1,-1,     RECORD SYNONYM       OBLGN                                    VER     3 D,OBLGN,,
46558,5,765,0,-1,     RECORD               FARMS-OBLGN                              VER     4 D,FARMS-OBLGN,,
46607,5,765,1,-1,     RECORD SYNONYM       OBLGN                                    VER     4 S,OBLGN,,
46751,5,766,0,-1,     RECORD               FARMS-ORDERS                             VER    89 D,FARMS-ORDERS,,
46759,5,766,1,-1,     RECORD SYNONYM       ORDERS                                   VER    89 S,ORDERS,,
46782,5,767,0,-1,     RECORD               FARMS-ORGZTN-LOOKUP                      VER     1 D,FARMS-ORGZTN-LOOKUP,,
46816,5,767,1,-1,     RECORD SYNONYM       ORGZTN-LOOKUP                            VER     1 S  SUFFIX -153,ORGZTN-LOOKUP,SUFFIX,-153
46879,5,768,0,-1,     RECORD               FARMS-OVFLO                              VER    90 D,FARMS-OVFLO,,
46889,5,768,1,-1,     RECORD SYNONYM       OVFLO                                    VER    90 S,OVFLO,,
46918,5,769,0,-1,     RECORD               FARMS-PD-ACCT-RVRSL                      VER     2 D,FARMS-PD-ACCT-RVRSL,,
46961,5,769,1,-1,     RECORD SYNONYM       PD-ACCT-RVRSL                            VER     2 S  SUFFIX -320,PD-ACCT-RVRSL,SUFFIX,-320
47050,5,770,0,-1,     RECORD               FARMS-PLEREP                             VER     1 D,FARMS-PLEREP,,
47116,5,770,1,-1,     RECORD SYNONYM       PLEREP                                   VER     1 S,PLEREP,,
47265,5,771,0,-1,     RECORD               FARMS-PROG-SAVE                          VER     1 D,FARMS-PROG-SAVE,,
47267,5,771,1,-1,     RECORD SYNONYM       PROG-SAVE                                VER     1 S,PROG-SAVE,,
47362,5,772,0,-1,     RECORD               FARMS-PRTLSALE                           VER     1 D,FARMS-PRTLSALE,,
47375,5,772,1,-1,     RECORD SYNONYM       PRTLSALE                                 VER     1 D  SUFFIX -112,PRTLSALE,SUFFIX,-112
47403,5,773,0,-1,     RECORD               FARMS-PRTLSALE                           VER     2 D,FARMS-PRTLSALE,,
47418,5,773,1,-1,     RECORD SYNONYM       PRTLSALE                                 VER     2 S  SUFFIX -112,PRTLSALE,SUFFIX,-112
47446,5,774,0,-1,     RECORD               FARMS-PRTLSALE                           VER     3 D,FARMS-PRTLSALE,,
47471,5,775,0,-1,     RECORD               FARMS-RDA-ALTMT                          VER     1 D,FARMS-RDA-ALTMT,,
47477,5,775,1,-1,     RECORD SYNONYM       RDA-ALTMT                                VER     1 S  SUFFIX -1000,RDA-ALTMT,SUFFIX,-1000
47525,5,776,0,-1,     RECORD               FARMS-RDA-AREA-DALLOT                    VER     2 D,FARMS-RDA-AREA-DALLOT,,
47551,5,776,1,-1,     RECORD SYNONYM       RDA-AREA-DALLOT                          VER     2 S  SUFFIX -1040,RDA-AREA-DALLOT,SUFFIX,-1040
47602,5,777,0,-1,     RECORD               FARMS-RDA-AREA-OBLGN                     VER     1 D,FARMS-RDA-AREA-OBLGN,,
47613,5,777,1,-1,     RECORD SYNONYM       RDA-AREA-OBLGN                           VER     1 S  SUFFIX -1055,RDA-AREA-OBLGN,SUFFIX,-1055
47639,5,778,0,-1,     RECORD               FARMS-RDA-DALLOT                         VER     1 D,FARMS-RDA-DALLOT,,
47648,5,778,1,-1,     RECORD SYNONYM       RDA-DALLOT                               VER     1 D,RDA-DALLOT,,
47669,5,779,0,-1,     RECORD               FARMS-RDA-DALLOT-DTL                     VER     1 D,FARMS-RDA-DALLOT-DTL,,
47695,5,779,1,-1,     RECORD SYNONYM       RDA-DALLOT-DTL                           VER     1 S  SUFFIX -1035,RDA-DALLOT-DTL,SUFFIX,-1035
47772,5,780,0,-1,     RECORD               FARMS-RDA-DALLOT-OBLGN                   VER     1 D,FARMS-RDA-DALLOT-OBLGN,,
47783,5,780,1,-1,     RECORD SYNONYM       RDA-DALLOT-OBLGN                         VER     1 S  SUFFIX -1050,RDA-DALLOT-OBLGN,SUFFIX,-1050
47833,5,781,0,-1,     RECORD               FARMS-RDA-FD-SIDE                        VER     1 D,FARMS-RDA-FD-SIDE,,
47840,5,781,1,-1,     RECORD SYNONYM       RDA-FD-SIDE                              VER     1 S  SUFFIX -1020,RDA-FD-SIDE,SUFFIX,-1020
47872,5,782,0,-1,     RECORD               FARMS-RDA-INSRNC-AUTHY                   VER     1 D,FARMS-RDA-INSRNC-AUTHY,,
47889,5,782,1,-1,     RECORD SYNONYM       RDA-INSRNC-AUTHY                         VER     1 S  SUFFIX -1025,RDA-INSRNC-AUTHY,SUFFIX,-1025
47946,5,783,0,-1,     RECORD               FARMS-RDA-MALLOT                         VER     1 D,FARMS-RDA-MALLOT,,
47966,5,783,1,-1,     RECORD SYNONYM       RDA-MALLOT                               VER     1 S  SUFFIX -1005,RDA-MALLOT,SUFFIX,-1005
48043,5,784,0,-1,     RECORD               FARMS-RDA-MALLOT-OBLGN                   VER     1 D,FARMS-RDA-MALLOT-OBLGN,,
48054,5,784,1,-1,     RECORD SYNONYM       RDA-MALLOT-OBLGN                         VER     1 S  SUFFIX -1045,RDA-MALLOT-OBLGN,SUFFIX,-1045
48085,5,785,0,-1,     RECORD               FARMS-RDA-RGN-DTL                        VER     1 D,FARMS-RDA-RGN-DTL,,
48100,5,785,1,-1,     RECORD SYNONYM       RDA-RGN-DTL                              VER     1 S  SUFFIX -1010,RDA-RGN-DTL,SUFFIX,-1010
48162,5,786,0,-1,     RECORD               FARMS-RDA-RGN-OBLGN                      VER     1 D,FARMS-RDA-RGN-OBLGN,,
48179,5,786,1,-1,     RECORD SYNONYM       RDA-RGN-OBLGN                            VER     1 S  SUFFIX -1030,RDA-RGN-OBLGN,SUFFIX,-1030
48223,5,787,0,-1,     RECORD               FARMS-REJECT-TRNSCTN                     VER     1 D,FARMS-REJECT-TRNSCTN,,
48229,5,787,1,-1,     RECORD SYNONYM       REJECT-TRNSCTN                           VER     1 S  SUFFIX -281,REJECT-TRNSCTN,SUFFIX,-281
48282,5,788,0,-1,     RECORD               FARMS-RENTL-CNTRL                        VER     1 D,FARMS-RENTL-CNTRL,,
48297,5,788,1,-1,     RECORD SYNONYM       RENTL-CNTRL                              VER     1 S,RENTL-CNTRL,,
48392,5,789,0,-1,     RECORD               FARMS-RENTL-DTL                          VER     2 D,FARMS-RENTL-DTL,,
48416,5,789,1,-1,     RECORD SYNONYM       RENTL-DTL                                VER     2 S,RENTL-DTL,,
48483,5,790,0,-1,     RECORD               FARMS-RENTL-FY-UNIT                      VER     1 D,FARMS-RENTL-FY-UNIT,,
48487,5,790,1,-1,     RECORD SYNONYM       RENTL-FY-UNIT                            VER     1 S,RENTL-FY-UNIT,,
48571,5,791,0,-1,     RECORD               FARMS-RENTL-TTL                          VER     1 D,FARMS-RENTL-TTL,,
48583,5,791,1,-1,     RECORD SYNONYM       RENTL-TTL                                VER     1 S,RENTL-TTL,,
48678,5,792,0,-1,     RECORD               FARMS-RESCHEDULE                         VER     1 D,FARMS-RESCHEDULE,,
48683,5,792,1,-1,     RECORD SYNONYM       RESCHEDULE                               VER     1 S,RESCHEDULE,,
48766,5,793,0,-1,     RECORD               FARMS-RESRVD                             VER     1 D,FARMS-RESRVD,,
48768,5,793,1,-1,     RECORD SYNONYM       RESRVD                                   VER     1 D  SUFFIX -172,RESRVD,SUFFIX,-172
48782,5,794,0,-1,     RECORD               FARMS-RH-DFRL                            VER     1 D,FARMS-RH-DFRL,,
48805,5,794,1,-1,     RECORD SYNONYM       RH-DFRL                                  VER     1 S  SUFFIX -325,RH-DFRL,SUFFIX,-325
48861,5,795,0,-1,     RECORD               FARMS-SITE-LOOKUP                        VER     1 D,FARMS-SITE-LOOKUP,,
48894,5,796,0,-1,     RECORD               FARMS-SRCFDS                             VER     1 D,FARMS-SRCFDS,,
48897,5,796,1,-1,     RECORD SYNONYM       SRCFDS                                   VER     1 S  SUFFIX -161,SRCFDS,SUFFIX,-161
48921,5,797,0,-1,     RECORD               FARMS-ST-LOOKUP                          VER     1 D,FARMS-ST-LOOKUP,,
48930,5,797,1,-1,     RECORD SYNONYM       ST-LOOKUP                                VER     1 S  SUFFIX -160,ST-LOOKUP,SUFFIX,-160
49013,5,798,0,-1,     RECORD               FARMS-STAT                               VER     1 D,FARMS-STAT,,
49023,5,798,1,-1,     RECORD SYNONYM       STAT                                     VER     1 D,STAT,,
49115,5,799,0,-1,     RECORD               FARMS-STAT                               VER     2 D,FARMS-STAT,,
49125,5,799,1,-1,     RECORD SYNONYM       STAT                                     VER     2 S,STAT,,
49183,5,800,0,-1,     RECORD               FARMS-STOPPER                            VER     1 D,FARMS-STOPPER,,
49185,5,800,1,-1,     RECORD SYNONYM       STOPPER                                  VER     1 S  SUFFIX -355,STOPPER,SUFFIX,-355
49265,5,801,0,-1,     RECORD               FARMS-SUBSIDY                            VER     3 D,FARMS-SUBSIDY,,
49286,5,801,1,-1,     RECORD SYNONYM       SUBSIDY                                  VER     3 D  SUFFIX -322,SUBSIDY,SUFFIX,-322
49318,5,802,0,-1,     RECORD               FARMS-SUBSIDY                            VER     4 D,FARMS-SUBSIDY,,
49340,5,802,1,-1,     RECORD SYNONYM       SUBSIDY                                  VER     4 S  SUFFIX -322,SUBSIDY,SUFFIX,-322
49397,5,803,0,-1,     RECORD               FARMS-SUBSRC                             VER     1 D,FARMS-SUBSRC,,
49401,5,803,1,-1,     RECORD SYNONYM       SUBSRC                                   VER     1 S  SUFFIX -165,SUBSRC,SUFFIX,-165
49431,5,804,0,-1,     RECORD               FARMS-TRNSCTN-CNTRL                      VER    90 D,FARMS-TRNSCTN-CNTRL,,
49434,5,804,1,-1,     RECORD SYNONYM       TRNSCTN-CNTRL                            VER    90 S  SUFFIX -213,TRNSCTN-CNTRL,SUFFIX,-213
49447,5,805,0,-1,     RECORD               FARMS-TRNSCTN-HIST                       VER     4 D,FARMS-TRNSCTN-HIST,,
49483,5,805,1,-1,     RECORD SYNONYM       TRNSCTN-HIST                             VER     4 D  SUFFIX -454,TRNSCTN-HIST,SUFFIX,-454
49529,5,806,0,-1,     RECORD               FARMS-TRNSCTN-HIST                       VER     5 D,FARMS-TRNSCTN-HIST,,
49565,5,806,1,-1,     RECORD SYNONYM       TRNSCTN-HIST                             VER     5 S  SUFFIX -454,TRNSCTN-HIST,SUFFIX,-454
49618,5,807,0,-1,     RECORD               FARMS-TRNSCTN-RVRSL                      VER     5 D,FARMS-TRNSCTN-RVRSL,,
49646,5,807,1,-1,     RECORD SYNONYM       TRNSCTN-RVRSL                            VER     5 D  SUFFIX -321,TRNSCTN-RVRSL,SUFFIX,-321
49687,5,808,0,-1,     RECORD               FARMS-TRNSCTN-RVRSL                      VER     6 D,FARMS-TRNSCTN-RVRSL,,
49716,5,808,1,-1,     RECORD SYNONYM       TRNSCTN-RVRSL                            VER     6 S  SUFFIX -321,TRNSCTN-RVRSL,SUFFIX,-321
49770,5,809,0,-1,     RECORD               FARMS-TRRATE                             VER     1 D,FARMS-TRRATE,,
49777,5,809,1,-1,     RECORD SYNONYM       TRRATE                                   VER     1 S  SUFFIX -169,TRRATE,SUFFIX,-169
49805,5,810,0,-1,     RECORD               FARMS-TRSTR                              VER     1 D,FARMS-TRSTR,,
49812,5,810,1,-1,     RECORD SYNONYM       TRSTR                                    VER     1 S  SUFFIX -168,TRSTR,SUFFIX,-168
49842,5,811,0,-1,     RECORD               FARMS-USER-AUTHY                         VER     1 D,FARMS-USER-AUTHY,,
49848,5,811,1,-1,     RECORD SYNONYM       USER-AUTHY                               VER     1 S  SUFFIX -208,USER-AUTHY,SUFFIX,-208
49874,5,812,0,-1,     RECORD               FARMS-USER-DOMAIN                        VER    90 D,FARMS-USER-DOMAIN,,
49881,5,812,1,-1,     RECORD SYNONYM       USER-DOMAIN                              VER    90 S  SUFFIX -206,USER-DOMAIN,SUFFIX,-206
49982,5,813,0,-1,     RECORD               FARMS-USER-STATCS                        VER     1 D,FARMS-USER-STATCS,,
49998,5,813,1,-1,     RECORD SYNONYM       USER-STATCS                              VER     1 S  SUFFIX -207,USER-STATCS,SUFFIX,-207
50023,5,814,0,-1,     RECORD               FARMS-USERS                              VER     1 D,FARMS-USERS,,
50038,5,814,1,-1,     RECORD SYNONYM       USERS                                    VER     1 D  SUFFIX -205,USERS,SUFFIX,-205
50063,5,815,0,-1,     RECORD               FARMS-USERS                              VER     2 D,FARMS-USERS,,
50080,5,815,1,-1,     RECORD SYNONYM       USERS                                    VER     2 S  SUFFIX -205,USERS,SUFFIX,-205
50195,5,816,0,-1,     RECORD               FARMS-XREF-CLIENT                        VER    90 D,FARMS-XREF-CLIENT,,
50203,5,816,1,-1,     RECORD SYNONYM       XREF-CLIENT                              VER    90 D,XREF-CLIENT,,
50217,5,817,0,-1,     RECORD               FDBDGT                                   VER     1 S  SUFFIX -4515,FDBDGT,SUFFIX,-4515
50228,5,818,0,-1,     RECORD               FEE-SUM-RCRD                             VER     1 D  SUFFIX -SUM,FEE-SUM-RCRD,SUFFIX,-SUM
50239,5,818,1,-1,     RECORD SYNONYM       FEE-SUM-RCRD-2                           VER     1 D  SUFFIX -S2,FEE-SUM-RCRD-2,SUFFIX,-S2
50250,5,818,2,-1,     RECORD SYNONYM       FEE-SUM-RCRD-3                           VER     1 D  SUFFIX -S3,FEE-SUM-RCRD-3,SUFFIX,-S3
50266,5,819,0,-1,     RECORD               FEES-RCRD                                VER     1 D  SUFFIX -FEE,FEES-RCRD,SUFFIX,-FEE
50299,5,819,1,-1,     RECORD SYNONYM       FEES-RCRD-OTH                            VER     1 D  SUFFIX -OTH,FEES-RCRD-OTH,SUFFIX,-OTH
50336,5,820,0,-1,     RECORD               FFIM99-MAP-WK-REC                        VER     1 D,FFIM99-MAP-WK-REC,,
50366,5,821,0,-1,     RECORD               FFMI18-MAP-WK-REC                        VER     1 D,FFMI18-MAP-WK-REC,,
50400,5,822,0,-1,     RECORD               FHARREC                                  VER     3 D  SUFFIX -106,FHARREC,SUFFIX,-106
50433,5,823,0,-1,     RECORD               FHARREC                                  VER     4 D  SUFFIX -106,FHARREC,SUFFIX,-106
50465,5,824,0,-1,     RECORD               FHARREC                                  VER     5 S  SUFFIX -106,FHARREC,SUFFIX,-106
50496,5,825,0,-1,     RECORD               FIELD-HN                                 VER     1 S  SUFFIX -4706,FIELD-HN,SUFFIX,-4706
50509,5,826,0,-1,     RECORD               FILCNTL-R                                VER   500 D  PREFIX D467-,FILCNTL-R,PREFIX,D467-
50523,5,827,0,-1,     RECORD               FILCNTL-WK-R                             VER     1 D  PREFIX W395-,FILCNTL-WK-R,PREFIX,W395-
50559,5,828,0,-1,     RECORD               FILVRSN-R                                VER   500 D  PREFIX D468-,FILVRSN-R,PREFIX,D468-
50570,5,829,0,-1,     RECORD               FINRAT-SORT-WK                           VER     1 D  SUFFIX -WK,FINRAT-SORT-WK,SUFFIX,-WK
50589,5,830,0,-1,     RECORD               FIPS-CMPRSN-RCRD                         VER     1 D,FIPS-CMPRSN-RCRD,,
50607,5,831,0,-1,     RECORD               FIPS-CMPRSN-SRT                          VER     1 D  SUFFIX -S1,FIPS-CMPRSN-SRT,SUFFIX,-S1
50625,5,832,0,-1,     RECORD               FIPS-CMPRSN-WK                           VER     1 D  SUFFIX -W1,FIPS-CMPRSN-WK,SUFFIX,-W1
50644,5,833,0,-1,     RECORD               FIPS-FMHA-RCRD                           VER     1 D  SUFFIX -FIP2,FIPS-FMHA-RCRD,SUFFIX,-FIP2
